llama_v3_1b,10,2048,-1,-1,FP,none,optimal,116682454528,4973.233699798584
llama_v3_1b,6,4096,-1,-1,FP,none,optimal,137059980800,4982.18035697937
llama_v3_1b,16,1024,-1,-1,FP,none,optimal,96303400448,4991.944313049316
llama_v3_1b,12,1024,-1,-1,FP,none,optimal,75935131136,5028.728008270264
llama_v3_1b,10,2048,-1,-1,FP,full,optimal,49529026048,7866.3880825042725
llama_v3_1b,6,4096,-1,-1,FP,full,optimal,56475883008,7874.181509017944
llama_v3_1b,16,1024,-1,-1,FP,full,optimal,42580649472,7895.8446979522705
llama_v3_1b,12,1024,-1,-1,FP,full,optimal,35643065856,7934.264898300171
llama_v3_1b,10,2048,-1,-1,FP,auto,greedy,61960883712,7797.416687011719
llama_v3_1b,6,4096,-1,-1,FP,auto,greedy,60207111680,7776.129245758057
llama_v3_1b,6,4096,-1,-1,FP,auto,knapsack,60156386816,7869.12202835083
llama_v3_1b,10,2048,-1,-1,FP,auto,knapsack,61708242432,7826.107025146484
llama_v3_1b,6,4096,-1,-1,FP,auto,optimal,60384058880,7814.386367797852
llama_v3_1b,16,1024,-1,-1,FP,auto,knapsack,63042574848,8025.4151821136475
llama_v3_1b,16,1024,-1,-1,FP,auto,greedy,63948150272,8019.063472747803
llama_v3_1b,10,2048,-1,-1,FP,auto,optimal,62508109312,8159.242391586304
llama_v3_1b,16,1024,-1,-1,FP,auto,optimal,64555537920,8058.409929275513
llama_v3_1b,12,1024,-1,-1,FP,auto,greedy,65516488192,6030.393600463867
llama_v3_1b,12,1024,-1,-1,FP,auto,knapsack,65466058240,6109.010219573975
llama_v3_1b,12,1024,-1,-1,FP,auto,optimal,65554433536,6102.822303771973
stable_diffusion,160,77,256,50,FP,none,optimal,88148880384,31712.162256240845
stable_diffusion,80,77,512,50,FP,none,optimal,163415239168,31826.84350013733
stable_diffusion,192,77,256,50,FP,none,optimal,103589581824,31892.783403396606
stable_diffusion,64,77,512,50,FP,none,optimal,132921264128,31871.686935424805
stable_diffusion,160,77,256,50,FP,full,optimal,37950654976,43977.81562805176
stable_diffusion,64,77,512,50,FP,full,optimal,54109451776,44110.87965965271
stable_diffusion,192,77,256,50,FP,full,optimal,43352138240,44103.35993766785
stable_diffusion,80,77,512,50,FP,full,optimal,64901007360,44200.23512840271
stable_diffusion,64,77,512,50,FP,auto,greedy,68432359424,42546.38719558716
stable_diffusion,80,77,512,50,FP,auto,greedy,66971261440,43229.30097579956
stable_diffusion,192,77,256,50,FP,auto,knapsack,68646226944,43743.8485622406
stable_diffusion,192,77,256,50,FP,auto,optimal,71273163776,43361.393451690674
stable_diffusion,192,77,256,50,FP,auto,greedy,69472275456,43656.25190734863
stable_diffusion,160,77,256,50,FP,auto,optimal,72079772672,43782.73868560791
stable_diffusion,160,77,256,50,FP,auto,greedy,71345071104,43581.13074302673
stable_diffusion,160,77,256,50,FP,auto,knapsack,67815422976,43813.57264518738
stable_diffusion,64,77,512,50,FP,auto,knapsack,67102355456,44486.64927482605
stable_diffusion,64,77,512,50,FP,auto,optimal,70500069376,45303.79247665405
stable_diffusion,80,77,512,50,FP,auto,knapsack,66384423424,45870.49221992493
stable_diffusion,80,77,512,50,FP,auto,optimal,69721852416,46370.98836898804
