llama_v3_1b,6,4096,-1,-1,FP,none,optimal,operator-level-cost-model,4199.024466357335,1160.1808071136475
llama_v3_1b,10,2048,-1,-1,FP,none,optimal,operator-level-cost-model,3218.9040694001847,1161.7629528045654
llama_v3_1b,12,1024,-1,-1,FP,none,optimal,operator-level-cost-model,1861.8126032565826,1173.5224723815918
llama_v3_1b,16,1024,-1,-1,FP,none,optimal,operator-level-cost-model,2468.530800038239,1162.2021198272705
llama_v3_1b,6,4096,-1,-1,FP,full,optimal,operator-level-cost-model,5023.3580440475025,1526.6754627227783
llama_v3_1b,10,2048,-1,-1,FP,full,optimal,operator-level-cost-model,3824.0471387446687,1522.0861434936523
llama_v3_1b,12,1024,-1,-1,FP,full,optimal,operator-level-cost-model,2200.9012040389093,1542.9871082305908
llama_v3_1b,16,1024,-1,-1,FP,full,optimal,operator-level-cost-model,2920.130854401786,1530.601978302002
llama_v3_1b,10,2048,-1,-1,FP,auto,greedy,operator-level-cost-model,3632.928108054914,1624.7735023498535
llama_v3_1b,6,4096,-1,-1,FP,auto,greedy,operator-level-cost-model,4952.995020942224,1612.1926307678223
llama_v3_1b,6,4096,-1,-1,FP,auto,knapsack,operator-level-cost-model,4953.924607041806,1613.4705543518066
llama_v3_1b,10,2048,-1,-1,FP,auto,knapsack,operator-level-cost-model,3637.175192988649,1615.1444911956787
llama_v3_1b,6,4096,-1,-1,FP,auto,optimal,operator-level-cost-model,4951.41113906903,1608.696699142456
llama_v3_1b,16,1024,-1,-1,FP,auto,knapsack,operator-level-cost-model,2633.49974436733,1622.631311416626
llama_v3_1b,16,1024,-1,-1,FP,auto,greedy,operator-level-cost-model,2618.9584836590343,1622.969388961792
llama_v3_1b,10,2048,-1,-1,FP,auto,optimal,operator-level-cost-model,3630.7404430137162,1631.7763328552246
llama_v3_1b,16,1024,-1,-1,FP,auto,optimal,operator-level-cost-model,2618.596542351171,1642.3335075378418
llama_v3_1b,12,1024,-1,-1,FP,auto,greedy,operator-level-cost-model,1880.1882488175577,1253.1874179840088
llama_v3_1b,12,1024,-1,-1,FP,auto,knapsack,operator-level-cost-model,1880.9975812478858,1243.579387664795
llama_v3_1b,12,1024,-1,-1,FP,auto,optimal,operator-level-cost-model,1880.1656340068116,1240.8807277679443
stable_diffusion,192,77,256,50,FP,none,optimal,operator-level-cost-model,3035.837817422508,2544.790744781494
stable_diffusion,160,77,256,50,FP,none,optimal,operator-level-cost-model,2533.5814890860074,2539.9837493896484
stable_diffusion,64,77,512,50,FP,none,optimal,operator-level-cost-model,4296.184370741833,2541.8708324432373
stable_diffusion,80,77,512,50,FP,none,optimal,operator-level-cost-model,5364.655512784864,2571.071147918701
stable_diffusion,192,77,256,50,FP,full,optimal,operator-level-cost-model,3518.647339629088,3305.917263031006
stable_diffusion,64,77,512,50,FP,full,optimal,operator-level-cost-model,5016.488488960662,3302.4256229400635
stable_diffusion,160,77,256,50,FP,full,optimal,operator-level-cost-model,2935.99391631916,3314.008951187134
stable_diffusion,80,77,512,50,FP,full,optimal,operator-level-cost-model,6264.928922567681,3318.068265914917
stable_diffusion,64,77,512,50,FP,auto,greedy,operator-level-cost-model,4565.92829017168,3244.915723800659
stable_diffusion,80,77,512,50,FP,auto,greedy,operator-level-cost-model,5851.858630075063,3215.9409523010254
stable_diffusion,192,77,256,50,FP,auto,knapsack,operator-level-cost-model,3186.186737143808,3260.944366455078
stable_diffusion,192,77,256,50,FP,auto,optimal,operator-level-cost-model,3159.777516711545,3272.958755493164
stable_diffusion,192,77,256,50,FP,auto,greedy,operator-level-cost-model,3176.1169367441844,3259.3133449554443
stable_diffusion,160,77,256,50,FP,auto,optimal,operator-level-cost-model,2619.9995350226873,3299.2103099823
stable_diffusion,160,77,256,50,FP,auto,greedy,operator-level-cost-model,2622.3503716618893,3257.0958137512207
stable_diffusion,160,77,256,50,FP,auto,knapsack,operator-level-cost-model,2633.297972983282,3265.352487564087
stable_diffusion,64,77,512,50,FP,auto,knapsack,operator-level-cost-model,4566.109290577629,3372.1680641174316
stable_diffusion,64,77,512,50,FP,auto,optimal,operator-level-cost-model,4522.043640613053,3334.5067501068115
stable_diffusion,80,77,512,50,FP,auto,knapsack,operator-level-cost-model,5772.481737029749,3452.8896808624268
stable_diffusion,80,77,512,50,FP,auto,optimal,operator-level-cost-model,5702.438360058599,3468.9652919769287
